,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,SATELLITE,SMARTPHONE,TABLET,TEL,TEN,VEH,WATFP,YBL,GRPIP,HHL,HHLANP,HHT,HINCP,HUPAC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,PARTNER,PSF,R18,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL,Cluster
1338,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,8,Yes,No,No,Valid monthly electricity cost in ELEP,100.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,5,No,1100.0,No,Yes,No,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2010,21.0,English only,9500.0,"Other family household: Female householder, no spouse present",71000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,109.51,101 to 120%,61 to 80%,No,Cluster 0
1339,Charlotte City (Southwest),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,5,No,No,No,Valid monthly electricity cost in ELEP,100.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,3,No,200.0,No,No,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,7,33.0,English only,9500.0,Nonfamily household: Female householder: Living alone,10800.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",20 to 29 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,144.35,30% and Below,30% and Below,Yes,Cluster 1
1340,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,7,Yes,No,No,Valid monthly electricity cost in ELEP,100.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Utility gas,Yes,Yes,No,Yes,4,No,1100.0,Yes,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,8,13.0,English only,9500.0,Nonfamily household: Female householder: Living alone,110000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,50.84,Greater than 120%,61 to 80%,No,Cluster 0
1341,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,9,Yes,No,No,Valid monthly electricity cost in ELEP,90.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,990.0,No,Yes,No,Yes,Rented,2 vehicles,Included in rent or in condo fee,2014,23.0,English only,9500.0,Nonfamily household: Male householder: Living alone,57000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,s,101 to 120%,61 to 80%,No,Cluster 0
1342,Charlotte City (Central),3,"Yes, by paying a cell phone company or Internet service provider",Yes,1,3,Yes,No,No,Valid monthly electricity cost in ELEP,120.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,2,No,800.0,No,Yes,Yes,Yes,Rented,3 vehicles,Valid annual water cost in WATP,5,17.0,English only,9500.0,Nonfamily household: Male householder: Not living alone,68000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Male householder, female partner",No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,91.0,101 to 120%,61 to 80%,No,Cluster 0
1343,Charlotte City (Central),3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,2,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,No,No,No,Yes,4,No,730.0,No,No,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,36.0,English only,9500.0,"Other family household: Female householder, no spouse present",0.0,With children under 6 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,31.0,30% and Below,31 to 50%,Yes,Cluster 3
1344,Charlotte City (Northeast),1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,7,No,No,No,Valid monthly electricity cost in ELEP,120.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,580.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,101.0,Asian and Pacific Island languages,1960.0,Nonfamily household: Male householder: Living alone,3000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,45.0,30% and Below,31 to 50%,Yes,Cluster 1
1345,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,9,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,4,No,1500.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,2016,18.0,English only,9500.0,Nonfamily household: Female householder: Living alone,108600.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,i,Greater than 120%,81 to 100%,No,Cluster 0
1346,Charlotte City (Northwest),11,"Yes, by paying a cell phone company or Internet service provider",Yes,4,2,Yes,No,No,Valid monthly electricity cost in ELEP,250.0,Yes,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,8,No,1200.0,No,Yes,Yes,Yes,Rented,4 vehicles,Valid annual water cost in WATP,8,20.0,Spanish,1200.0,Married couple household,92800.0,With children under 6 years and 6 to 17 years,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,6.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,42.23,81 to 100%,61 to 80%,No,Cluster 3
1347,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,5,"Yes, by paying a cell phone company or Internet service provider",Yes,4,3,Yes,No,No,Valid monthly electricity cost in ELEP,100.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,6,No,1100.0,Yes,Yes,Yes,Yes,Rented,4 vehicles,Included in rent or in condo fee,2007,6.0,English only,9500.0,"Other family household: Female householder, no spouse present",240800.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,1 or more subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,69.46,Greater than 120%,51 to 60%,No,Cluster 3
1348,Charlotte City (Northwest),1,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,220.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,5,No,1100.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,7,59.0,English only,9500.0,Nonfamily household: Female householder: Living alone,28000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,85.43,51 to 60%,61 to 80%,Yes,Cluster 1
1349,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,3,No,No,No,Valid monthly electricity cost in ELEP,120.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Electricity,Yes,Yes,No,Yes,4,No,1100.0,No,Yes,No,Yes,Rented,2 vehicles,Included in rent or in condo fee,7,27.0,English only,9500.0,Married couple household,55000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,145.51,81 to 100%,61 to 80%,No,Cluster 0
1350,Charlotte City (Northwest),1,"No access to the Internet at this house, apartment, or mobile home",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Electricity,Yes,No,No,Yes,5,No,560.0,No,Yes,No,No,Rented,2 vehicles,Valid annual water cost in WATP,3,64.0,English only,9500.0,Nonfamily household: Male householder: Living alone,13000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,53.03,30% and Below,31 to 50%,Yes,Cluster 1
1351,Charlotte City (South),2,"Yes, by paying a cell phone company or Internet service provider",Yes,1,8,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,3,No,1200.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2008,5.0,English only,9500.0,Married couple household,335000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,261.36,Greater than 120%,81 to 100%,No,Cluster 0
1352,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,7,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,970.0,No,Yes,Yes,Yes,Rented,2 vehicles,Included in rent or in condo fee,5,20.0,English only,9500.0,Nonfamily household: Female householder: Living alone,68000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,75.04,Greater than 120%,61 to 80%,No,Cluster 0
1353,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,0,9,Yes,No,No,Valid monthly electricity cost in ELEP,40.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,1,No,1500.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,2014,22.0,Asian and Pacific Island languages,2000.0,Nonfamily household: Female householder: Living alone,85000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,80.0,Greater than 120%,101 to 120%,No,Cluster 0
1354,Charlotte City (Central),3,"Yes, by paying a cell phone company or Internet service provider",Yes,3,4,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,No,No,No,Yes,5,No,780.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,3,85.0,Spanish,1200.0,"Other family household: Female householder, no spouse present",14000.0,With children under 6 years and 6 to 17 years,"Yes, has stove or range, refrigerator, and sink with a faucet",No one in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,127.0,30% and Below,51 to 60%,Yes,Cluster 3
1355,Charlotte City (Central),4,"Yes, by paying a cell phone company or Internet service provider",Yes,3,6,Yes,No,No,Valid monthly electricity cost in ELEP,110.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,No,Yes,Yes,Yes,5,No,950.0,Yes,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,46.0,English only,9500.0,Married couple household,33000.0,With children under 6 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,75.0,31 to 50%,61 to 80%,Yes,Cluster 3
1356,Charlotte City (Northeast),4,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,160.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Electricity,Yes,Yes,No,Yes,11,No,1200.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,6,10.0,English only,9500.0,Married couple household,178000.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,123.0,Greater than 120%,61 to 80%,No,Cluster 3
1357,Mecklenburg County (South)--Matthews Town (South),3,"No access to the Internet at this house, apartment, or mobile home",Yes,2,7,Yes,No,No,Valid monthly electricity cost in ELEP,260.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,5,No,960.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,7,44.0,English only,9500.0,"Other family household: Female householder, no spouse present",34000.0,With children under 6 years and 6 to 17 years,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,116.1,51 to 60%,61 to 80%,Yes,Cluster 3
1358,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,7,No,No,No,Valid monthly electricity cost in ELEP,100.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,1200.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2010,21.0,English only,9500.0,Married couple household,75000.0,With children under 6 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,1.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,145.08,101 to 120%,61 to 80%,No,Cluster 3
1359,Charlotte City (Southwest),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,6,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,1100.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,8,101.0,English only,9500.0,Nonfamily household: Female householder: Living alone,1300.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,67.76,30% and Below,81 to 100%,Yes,Cluster 1
1360,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,9,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,1600.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,2017,20.0,English only,9500.0,Nonfamily household: Male householder: Living alone,100000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,81.0,Greater than 120%,Greater than 120%,No,Cluster 0
1361,Mecklenburg County (South)--Matthews Town (South),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,7,Yes,No,No,Valid monthly electricity cost in ELEP,40.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Utility gas,No,Yes,No,Yes,4,No,830.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,7,22.0,English only,9500.0,Nonfamily household: Female householder: Living alone,48000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,f,81 to 100%,61 to 80%,No,Cluster 0
1362,Charlotte City (Southwest),5,"Yes, by paying a cell phone company or Internet service provider",Yes,2,5,No,No,No,Valid monthly electricity cost in ELEP,70.0,Yes,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,4,No,750.0,No,Yes,Yes,No,Rented,1 vehicle,Included in rent or in condo fee,2015,42.0,Spanish,1200.0,"Other family household: Female householder, no spouse present",24000.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,4.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,231.75,30% and Below,31 to 50%,Yes,Cluster 3
1363,Charlotte City (Northwest),4,"Yes, by paying a cell phone company or Internet service provider",Yes,2,4,Yes,No,No,Valid monthly electricity cost in ELEP,190.0,Yes,No charge or fuel other than gas or electricity not used,Included in electricity payment,Electricity,No,Yes,Yes,Yes,4,No,450.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,3,9.0,English only,9500.0,"Other family household: Female householder, no spouse present",100000.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"Yes, is a multigenerational household",5 to 9 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,1 or more subfamilies,1 or more persons under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,42.23,Greater than 120%,31 to 50%,No,Cluster 3
1364,Mecklenburg County (South)--Matthews Town (South),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,3,No,No,No,Valid monthly electricity cost in ELEP,60.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,6,No,1200.0,No,No,No,Yes,Rented,1 vehicle,Included in rent or in condo fee,2007,28.0,English only,9500.0,Married couple household,58000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,2 or more persons 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,72.24,81 to 100%,61 to 80%,No,Cluster 1
1365,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,7,No,No,No,Valid monthly electricity cost in ELEP,170.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,850.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,7,40.0,English only,9500.0,Nonfamily household: Female householder: Living alone,32000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,111.91,61 to 80%,61 to 80%,Yes,Cluster 1
1366,Charlotte City (Central),3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,3,Yes,No,No,Valid monthly electricity cost in ELEP,140.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,5,No,1600.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,2008,17.0,English only,9500.0,"Other family household: Male householder, no spouse present",121000.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,70.0,Greater than 120%,101 to 120%,No,Cluster 3
1367,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,0,2,Yes,No,No,Valid monthly electricity cost in ELEP,100.0,No,Valid annual fuel cost in FULP,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,1,No,800.0,No,Yes,No,Yes,Rented,1 vehicle,Included in rent or in condo fee,7,101.0,English only,9500.0,Nonfamily household: Male householder: Living alone,8400.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,t,30% and Below,61 to 80%,Yes,Cluster 1
1368,Charlotte City (South),2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,3,Yes,No,No,Valid monthly electricity cost in ELEP,110.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,5,No,1000.0,No,Yes,Yes,Yes,Rented,2 vehicles,Included in rent or in condo fee,4,23.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,57000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,78.21,81 to 100%,51 to 60%,No,Cluster 0
